orthogroup,gene,product,avg_bp_length
OG0000435,acpP,acyl carrier protein; Acyl carrier protein AcpP,237
OG0000436,mltG,endolytic transglycosylase MltG; Endolytic murein transglycosylase,1065.1304347826087
OG0000437,gmk,guanylate kinase; Guanylate kinase,680.6739130434783
OG0000438,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA; Ribosomal RNA small subunit methyltransferase A,831.5869565217391
OG0000439,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase PdxA; 4-hydroxythreonine-4-phosphate dehydrogenase,1014.6521739130435
OG0000440,surA,peptidylprolyl isomerase; Chaperone SurA,967.4347826086956
OG0000441,lptG,LPS export ABC transporter permease LptG; hypothetical protein,1093.304347826087
OG0000442,lptF,LPS export ABC transporter permease LptF; hypothetical protein,1190.804347826087
OG0000443,,DNA polymerase III subunit chi; hypothetical protein,447
OG0000444,yhjE,MHS family MFS transporter; Inner membrane metabolite transport protein YhjE,1290
OG0000445,ndk,nucleoside-diphosphate kinase; Nucleoside diphosphate kinase,423
OG0000446,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,592.7608695652174
OG0000447,uvrC,excinuclease ABC subunit UvrC; UvrABC system protein C,1986.9782608695652
OG0000448,rlmJ,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ; Ribosomal RNA large subunit methyltransferase J,861.5217391304348
OG0000449,tatA,twin-arginine translocase TatA/TatE family subunit; Sec-independent protein translocase protein TatA,310.7608695652174
OG0000450,serS,serine--tRNA ligase; Serine--tRNA ligase,1275.304347826087
OG0000451,pcm_2; pcm_1,protein-L-isoaspartate(D-aspartate) O-methyltransferase; Protein-L-isoaspartate O-methyltransferase,662.2826086956521
OG0000452,,M23 family metallopeptidase; hypothetical protein; peptidoglycan DD-metalloendopeptidase family protein,1176.2608695652175
OG0000453,yajC,preprotein translocase subunit YajC; hypothetical protein,453.5217391304348
OG0000454,,MTH938/NDUFAF3 family protein; hypothetical protein,387
OG0000455,,phytoene/squalene synthase family protein; hypothetical protein; squalene/phytoene synthase family protein,861.3913043478261
OG0000456,prsA_2; ppiD,peptidyl-prolyl cis-trans isomerase; Foldase protein PrsA; hypothetical protein; Peptidyl-prolyl cis-trans isomerase D,1890.8478260869565
OG0000457,tpiA,triose-phosphate isomerase; Triosephosphate isomerase,765
OG0000458,secG,preprotein translocase subunit SecG; hypothetical protein,453.2608695652174
OG0000459,pyrG,CTP synthase,1617.6739130434783
OG0000460,kdsA,3-deoxy-8-phosphooctulonate synthase; 2-dehydro-3-deoxyphosphooctonate aldolase,842.9347826086956
OG0000461,eno,phosphopyruvate hydratase; Enolase; enolase,1261.9782608695652
OG0000462,,septum formation initiator family protein; hypothetical protein,314.54347826086956
OG0000463,pdhA; acoA,"pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha; Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha",1041
OG0000464,dxs_1; dxs_2; dxs_3,pyruvate dehydrogenase complex E1 component subunit beta; 1-deoxy-D-xylulose-5-phosphate synthase,1365.1304347826087
OG0000465,pdhC,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase; Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,1336.304347826087
OG0000466,lpdA; lpd,dihydrolipoyl dehydrogenase; Dihydrolipoyl dehydrogenase,1476.2608695652175
OG0000467,lipA,lipoyl synthase; Lipoyl synthase,962.804347826087
OG0000468,pasT; ratA,type II toxin-antitoxin system RatA family toxin; Persistence and stress-resistance toxin PasT; Ribosome association toxin RatA,462
OG0000469,ispDF,"bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase; Bifunctional enzyme IspD/IspF",1097.6739130434783
OG0000470,rirA; nsrR,iron-responsive transcriptional regulator RirA; HTH-type transcriptional repressor NsrR; Putative HTH-type transcriptional regulator,439.54347826086956
OG0000471,glnG,sigma-54 dependent transcriptional regulator; DNA-binding transcriptional regulator NtrC,1358.8695652173913
OG0000472,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP; ATP-dependent Clp protease proteolytic subunit,632.6739130434783
OG0000473,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,1275
OG0000474,lon; lon_1,endopeptidase La; Lon protease,2403.9565217391305
OG0000475,hupB,HU family DNA-binding protein; DNA-binding protein HRL53; DNA-binding protein HRm,278.9347826086956
OG0000476,tig,trigger factor; Trigger factor,1433.2826086956522
OG0000477,gatB,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB; Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,1497.608695652174
OG0000478,,NADH:ubiquinone oxidoreductase subunit NDUFA12; hypothetical protein,398.9347826086956
OG0000479,,DUF2155 domain-containing protein; hypothetical protein,417.5217391304348
OG0000480,,rhomboid family intramembrane serine protease; hypothetical protein,736.7608695652174
OG0000481,rlmB_2; rlmB_1; rlmB,RNA methyltransferase; 23S rRNA (guanosine-2'-O-)-methyltransferase RlmB; 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,833.2173913043479
OG0000482,secE,preprotein translocase subunit SecE; Protein translocase subunit SecE,215.2826086956522
OG0000483,nusG,transcription termination/antitermination protein NusG; Transcription termination/antitermination protein NusG,531.3913043478261
OG0000484,rplK,50S ribosomal protein L11,429
OG0000485,rplA,50S ribosomal protein L1,702
OG0000486,rplJ,50S ribosomal protein L10,527.0217391304348
OG0000487,rpoB,DNA-directed RNA polymerase subunit beta,4124.913043478261
OG0000488,rpoC,DNA-directed RNA polymerase subunit beta',4211.869565217391
OG0000489,nbzA,nitroreductase; Nitrobenzene nitroreductase,689.9347826086956
OG0000490,sdaB; tdcG,L-serine ammonia-lyase; L-serine dehydratase 2; L-serine dehydratase TdcG,1416.1304347826087
OG0000491,,hypothetical protein,279.2608695652174
OG0000492,,SPOR domain-containing protein; D-alanyl-D-alanine carboxypeptidase; hypothetical protein,1349.3478260869565
OG0000493,clpS,ATP-dependent Clp protease adapter ClpS; ATP-dependent Clp protease adapter protein ClpS,402.8478260869565
OG0000494,,HIT family protein; hypothetical protein,423
OG0000495,,RidA family protein; hypothetical protein,462
OG0000496,,cell envelope integrity EipB family protein; hypothetical protein,831.3260869565217
OG0000497,rpsB,30S ribosomal protein S2,778.5652173913044
OG0000498,tsf,translation elongation factor Ts; Elongation factor Ts,924
OG0000499,pyrH,UMP kinase; Uridylate kinase,720
OG0000500,frr,ribosome recycling factor; Ribosome-recycling factor,561
OG0000501,rseP; mmpA,RIP metalloprotease RseP; RIP metalloprotease; Metalloprotease MmpA,1141.1739130434783
OG0000502,bamA; bamA_2; bamA_1,outer membrane protein assembly factor BamA; Outer membrane protein assembly factor BamA,2397.195652173913
OG0000503,lpxD; lpxD_1; lpxD_3; lpxD_2,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase; UDP-3-O-acylglucosamine N-acyltransferase,1047
OG0000504,fabZ,3-hydroxyacyl-ACP dehydratase FabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,468.2608695652174
OG0000505,lpxA,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase; Acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase,822.5217391304348
OG0000506,lpxI,"UDP-2,3-diacylglucosamine diphosphatase LpxI; UDP-2,3-diacylglucosamine pyrophosphatase LpxI",873.0652173913044
OG0000507,lpxB,lipid-A-disaccharide synthase; Lipid-A-disaccharide synthase,1194.7826086956522
OG0000508,glnQ_2; glnQ_1,amino acid ABC transporter ATP-binding protein; Glutamine transport ATP-binding protein GlnQ,771.0652173913044
OG0000509,occM,ABC transporter permease subunit; Octopine transport system permease protein OccM,708
OG0000510,hisQ; artQ,ABC transporter permease subunit; Histidine transport system permease protein HisQ; Arginine ABC transporter permease protein ArtQ,721.304347826087
OG0000511,gltA,citrate synthase; Citrate synthase,1296.3260869565217
OG0000512,gltX; gltX_2; gltX_1,glutamate--tRNA ligase; Glutamate--tRNA ligase,1420.5434782608695
OG0000513,rpiA,ribose-5-phosphate isomerase RpiA; Ribose-5-phosphate isomerase A,706.0434782608696
OG0000514,,DUF2059 domain-containing protein; hypothetical protein,560.4130434782609
OG0000515,gor; garB,glutathione-disulfide reductase; Glutathione amide reductase,1394.6739130434783
OG0000516,aroH,3-deoxy-7-phosphoheptulonate synthase class II; Phospho-2-dehydro-3-deoxyheptonate aldolase,1378.5652173913043
OG0000517,nadE,NAD+ synthase; Glutamine-dependent NAD(+) synthetase,1667.9347826086957
OG0000518,gltX; gltX_1; gltX_2,glutamate--tRNA ligase; Glutamate--tRNA ligase,1376.7391304347825
OG0000519,rhlE_2; rhlE_1,DEAD/DEAH box helicase; ATP-dependent RNA helicase RhlE,1404.7173913043478
OG0000520,proY,amino acid permease; Proline-specific permease ProY,1385.8695652173913
OG0000521,cpdR,response regulator; Response regulator receiver protein CpdR,358.6304347826087
OG0000522,ibpA_2; ibpA_1,Hsp20 family protein; Small heat shock protein IbpA,468.5869565217391
OG0000523,iscA; hesB2,"iron-sulfur cluster assembly accessory protein; Iron-binding protein IscA; Protein HesB, vegetative",375.9782608695652
OG0000524,acpXL,acyl carrier protein; Acyl carrier protein AcpXL,285.19565217391306
OG0000525,,hypothetical protein,4561.782608695652
OG0000526,ctaA,COX15/CtaA family protein; Heme A synthase,1089.5869565217392
OG0000527,glyA,serine hydroxymethyltransferase; Serine hydroxymethyltransferase,1310.4130434782608
OG0000528,nrdR,transcriptional regulator NrdR; Transcriptional repressor NrdR,483
OG0000529,ribD,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD; Riboflavin biosynthesis protein RibD,1127.9347826086957
OG0000530,ribE,riboflavin synthase; Riboflavin synthase,618.1304347826087
OG0000531,ribH1; ribH,"6,7-dimethyl-8-ribityllumazine synthase; 6,7-dimethyl-8-ribityllumazine synthase 1",456.39130434782606
OG0000532,bamE,outer membrane protein assembly factor BamE; Outer membrane protein assembly factor BamE,479.8695652173913
OG0000533,,DUF177 domain-containing protein; hypothetical protein; YceD family protein,585.5869565217391
OG0000534,plsX,phosphate acyltransferase PlsX; Phosphate acyltransferase,1074.0652173913043
OG0000535,fabH,ketoacyl-ACP synthase III; 3-oxoacyl-[acyl-carrier-protein] synthase 3,975
OG0000536,ihfA,integration host factor subunit alpha; Integration host factor subunit alpha,322.2391304347826
OG0000537,,MerR family transcriptional regulator; hypothetical protein,504.32608695652175
OG0000538,thrS,threonine--tRNA ligase; Threonine--tRNA ligase,1984.4347826086957
OG0000539,folE,GTP cyclohydrolase I FolE; GTP cyclohydrolase 1,622.7608695652174
OG0000540,accC,acetyl-CoA carboxylase biotin carboxylase subunit; Biotin carboxylase,1358.5434782608695
OG0000541,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein; Biotin carboxyl carrier protein of acetyl-CoA carboxylase,494.9347826086956
OG0000542,dusA,tRNA dihydrouridine(20/20a) synthase DusA; tRNA-dihydrouridine(20/20a) synthase,982.3695652173913
OG0000543,,uracil-DNA glycosylase family protein; hypothetical protein,633.1304347826087
OG0000544,,thermonuclease family protein; hypothetical protein,555.5217391304348
OG0000545,rpmG,50S ribosomal protein L33,167.7608695652174
OG0000546,rnr,ribonuclease R; Ribonuclease R,2275.1739130434785
OG0000547,dprA,DNA-processing protein DprA; hypothetical protein,1223.9347826086957
OG0000548,pyrC_2; pyrC_1,dihydroorotase; Dihydroorotase,1301.2826086956522
OG0000549,pyrB,aspartate carbamoyltransferase catalytic subunit; Aspartate carbamoyltransferase,961.6304347826087
OG0000550,aidB,acyl-CoA dehydrogenase; Putative acyl-CoA dehydrogenase AidB; hypothetical protein,1614.7391304347825
OG0000551,ruvX; yrrK,Holliday junction resolvase RuvX; Putative pre-16S rRNA nuclease,479.80434782608694
OG0000552,gatC,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC; Glutamyl-tRNA(Gln) amidotransferase subunit C,288
OG0000553,gatA,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA; Glutamyl-tRNA(Gln) amidotransferase subunit A; amidase family protein,1466.5652173913043
OG0000554,lptB_2; lptB_1,ABC transporter ATP-binding protein; Lipopolysaccharide export system ATP-binding protein LptB,783
OG0000555,,branched-chain amino acid ABC transporter permease; hypothetical protein,1058.608695652174
OG0000556,livH,branched-chain amino acid ABC transporter permease; High-affinity branched-chain amino acid transport system permease protein LivH,1076.8695652173913
OG0000557,braC,"ABC transporter substrate-binding protein; Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein; Leu/Ile/Val-binding protein",1129.5434782608695
OG0000558,,CspA family cold shock protein; hypothetical protein; cold shock domain-containing protein,586.304347826087
OG0000559,bpoC; menH_2; menH,"alpha/beta hydrolase; Putative non-heme bromoperoxidase BpoC; 2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase",778.4347826086956
OG0000560,,DUF3126 family protein; hypothetical protein,213.06521739130434
OG0000561,radC,DNA repair protein RadC; hypothetical protein,794.7391304347826
OG0000562,map,type I methionyl aminopeptidase; Methionine aminopeptidase,831
OG0000563,sfsA,DNA/RNA nuclease SfsA; Sugar fermentation stimulation protein A,716.9347826086956
OG0000564,trmJ,RNA methyltransferase; tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ; tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,834.3260869565217
OG0000565,murI,glutamate racemase; Glutamate racemase,819
OG0000566,rpsD,30S ribosomal protein S4,635.4130434782609
OG0000567,rlpA,septal ring lytic transglycosylase RlpA family protein; Endolytic peptidoglycan transglycosylase RlpA,887.9347826086956
OG0000568,tmk; tmk_2; tmk_1,dTMP kinase; Thymidylate kinase,645.8478260869565
OG0000569,metG,methionine--tRNA ligase; Methionine--tRNA ligase,1559.9347826086957
OG0000570,ycfH,TatD family hydrolase; putative metal-dependent hydrolase YcfH,774
OG0000571,rbn,MBL fold metallo-hydrolase; Ribonuclease BN,810.2608695652174
OG0000572,divK; rcsC_3; rcsC_2; rcsC_1,response regulator; Polar-differentiation response regulator DivK; Sensor histidine kinase RcsC,374.4130434782609
OG0000573,rpsI,30S ribosomal protein S9,486
OG0000574,rplM,50S ribosomal protein L13,465
OG0000575,recJ,single-stranded-DNA-specific exonuclease RecJ; Single-stranded-DNA-specific exonuclease RecJ,1784.9347826086957
OG0000576,parE; gyrB_2; gyrB_1,DNA topoisomerase IV subunit B; DNA gyrase subunit B,2065.5
OG0000577,lipB,lipoyl(octanoyl) transferase LipB; Octanoyltransferase,738.1304347826087
OG0000578,,porin family protein; hypothetical protein,858.9782608695652
OG0000579,nuoB,NADH-quinone oxidoreductase subunit B,582
OG0000580,nuoD,NADH-quinone oxidoreductase subunit D,1191
OG0000581,nuoE; nqo2,NADH-quinone oxidoreductase subunit NuoE; NADH-quinone oxidoreductase chain 2,668.4782608695652
OG0000582,nuoF; nqo1,NADH-quinone oxidoreductase subunit NuoF; NADH-quinone oxidoreductase chain 1,1308
OG0000583,nuoG; nqo3,NADH-quinone oxidoreductase subunit NuoG; NADH-quinone oxidoreductase chain 3,2070
OG0000584,nuoH,NADH-quinone oxidoreductase subunit NuoH; NADH-quinone oxidoreductase subunit H,1047.9130434782608
OG0000585,nuoI,NADH-quinone oxidoreductase subunit NuoI; NADH-quinone oxidoreductase subunit I,492
OG0000586,nuoJ,NADH-quinone oxidoreductase subunit J,621
OG0000587,nuoK,NADH-quinone oxidoreductase subunit NuoK; NADH-quinone oxidoreductase subunit K,309.1304347826087
OG0000588,nuoL,NADH-quinone oxidoreductase subunit L,1965.1304347826087
OG0000589,nuoM,NADH-quinone oxidoreductase subunit M,1491.1304347826087
OG0000590,nuoN,NADH-quinone oxidoreductase subunit NuoN; NADH-quinone oxidoreductase subunit N,1455
OG0000591,birA,biotin--[acetyl-CoA-carboxylase] ligase; Bifunctional ligase/repressor BirA,807.4565217391304
OG0000592,rnj; rnaJ,ribonuclease J; Ribonuclease J,1677
OG0000593,proS,proline--tRNA ligase; Proline--tRNA ligase,1327.0434782608695
OG0000594,lolE,lipoprotein-releasing ABC transporter permease subunit; Lipoprotein-releasing system transmembrane protein LolE,1269
OG0000595,lolD,ABC transporter ATP-binding protein; Lipoprotein-releasing system ATP-binding protein LolD,681
OG0000596,,succinate dehydrogenase assembly factor 2; hypothetical protein,289.4347826086956
OG0000597,mfd,transcription-repair coupling factor; Transcription-repair-coupling factor,3500.804347826087
OG0000598,,invasion associated locus B family protein; hypothetical protein,612
OG0000599,rne,ribonuclease E/G; Rne/Rng family ribonuclease; Ribonuclease E,2568.8695652173915
OG0000600,amiC,N-acetylmuramoyl-L-alanine amidase; N-acetylmuramoyl-L-alanine amidase AmiC,1228.391304347826
OG0000601,mrcA,penicillin-binding protein 1A; Penicillin-binding protein 1A,2454.195652173913
OG0000602,prfB,peptide chain release factor 2; Peptide chain release factor RF2,994.5652173913044
OG0000603,bcp,peroxiredoxin; thioredoxin-dependent thiol peroxidase; Putative peroxiredoxin bcp,477.8478260869565
OG0000604,tyrS,tyrosine--tRNA ligase; Tyrosine--tRNA ligase,1236.608695652174
OG0000605,,alpha/beta hydrolase; hypothetical protein,681
OG0000606,iscS,cysteine desulfurase; Cysteine desulfurase IscS,1146.3260869565217
OG0000607,sufB,Fe-S cluster assembly protein SufB; FeS cluster assembly protein SufB; SufD family Fe-S cluster assembly protein,1493.304347826087
OG0000608,sufC,Fe-S cluster assembly ATPase SufC; putative ATP-dependent transporter SufC,756.195652173913
OG0000609,sufD,Fe-S cluster assembly protein SufD; FeS cluster assembly protein SufD,1278.4565217391305
OG0000610,csd; sufS,cysteine desulfurase; putative cysteine desulfurase; Cysteine desulfurase SufS,1246.1739130434783
OG0000611,,SUF system Fe-S cluster assembly protein; hypothetical protein,402.0652173913044
OG0000612,,hypothetical protein; membrane protein,335.0217391304348
OG0000613,,hypothetical protein,335.1521739130435
OG0000614,ubiL_1; ubiL_2,UbiH/UbiF family hydroxylase; Ubiquinone hydroxylase UbiL,1221.1304347826087
OG0000615,pcs,phosphatidylcholine/phosphatidylserine synthase; Phosphatidylcholine synthase,805.695652173913
OG0000616,,ETC complex I subunit; hypothetical protein,306.1304347826087
OG0000617,hdaA; dnaA_2; dnaA_1; hda,DnaA regulatory inactivator HdaA; Chromosomal replication initiator protein DnaA; DnaA regulatory inactivator Hda,688.8260869565217
OG0000618,yhhT,AI-2E family transporter; hypothetical protein; Putative transport protein YhhT; Putative transport protein,1203.804347826087
OG0000619,purM,phosphoribosylformylglycinamidine cyclo-ligase; Phosphoribosylformylglycinamidine cyclo-ligase,1084.5
OG0000620,purN,phosphoribosylglycinamide formyltransferase; Phosphoribosylglycinamide formyltransferase,611.0217391304348
OG0000621,cckA,response regulator; Sensor kinase CckA; PAS domain-containing hybrid sensor histidine kinase/response regulator,2514.1304347826085
OG0000622,,flagellar biosynthetic protein FliO; hypothetical protein,500.1521739130435
OG0000623,dksA,RNA polymerase-binding protein DksA; RNA polymerase-binding transcription factor DksA,420.5869565217391
OG0000624,rutF,flavin reductase family protein; flavin reductase; FMN reductase (NADH) RutF,530.7173913043479
OG0000625,rpe,ribulose-phosphate 3-epimerase; Ribulose-phosphate 3-epimerase,675.9782608695652
OG0000626,purB,adenylosuccinate lyase; Adenylosuccinate lyase,1306.695652173913
OG0000627,,alpha/beta hydrolase; hypothetical protein,549
OG0000628,purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase; Phosphoribosylaminoimidazole-succinocarboxamide synthase,765
OG0000629,purS,phosphoribosylformylglycinamidine synthase subunit PurS; Phosphoribosylformylglycinamidine synthase subunit PurS,240
OG0000630,purQ,phosphoribosylformylglycinamidine synthase subunit PurQ; Phosphoribosylformylglycinamidine synthase subunit PurQ,672.195652173913
OG0000631,,BolA family transcriptional regulator; putative protein RP812,234
OG0000632,grxD,Grx4 family monothiol glutaredoxin; Glutaredoxin 4,332.9347826086956
OG0000633,bcr,multidrug effflux MFS transporter; Bicyclomycin resistance protein,1249.7826086956522
OG0000634,parC,DNA topoisomerase IV subunit A; DNA topoisomerase 4 subunit A,2250
OG0000635,aspS,aspartate--tRNA ligase; Aspartate--tRNA ligase; Aspartate--tRNA(Asp/Asn) ligase,1793.804347826087
OG0000636,rnd; rnd_2; rnd_1,ribonuclease D; Ribonuclease D,1153.695652173913
OG0000637,ppx; gppA_2; gppA_1,"exopolyphosphatase; Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase; Exopolyphosphatase",1514.8695652173913
OG0000638,ppk,RNA degradosome polyphosphate kinase; Polyphosphate kinase,2164.021739130435
OG0000639,,zinc-finger domain-containing protein; hypothetical protein,248.47826086956522
OG0000640,mhbM,FAD-binding protein; 3-hydroxybenzoate 6-hydroxylase,1249.804347826087
OG0000641,dnaE; dnaE1,DNA polymerase III subunit alpha,3489.391304347826
OG0000642,recG,ATP-dependent DNA helicase RecG,2109
OG0000643,glmS; nodM,glutamine--fructose-6-phosphate transaminase (isomerizing); Glutamine--fructose-6-phosphate aminotransferase [isomerizing],1824
OG0000644,glmU,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU; Bifunctional protein GlmU; NTP transferase domain-containing protein,1337.0434782608695
OG0000645,,cytochrome c biogenesis CcdA family protein; hypothetical protein; cytochrome c biogenesis protein CcdA; cytochrome C biogenesis protein CcdA,794.8695652173913
OG0000646,sufA; erpA,iron-sulfur cluster assembly accessory protein; Protein SufA; iron-sulfur cluster insertion protein ErpA,324
OG0000647,,deoxyguanosinetriphosphate triphosphohydrolase; Deoxyguanosinetriphosphate triphosphohydrolase-like protein,1202.5434782608695
OG0000648,argS,arginine--tRNA ligase; Arginine--tRNA ligase,1758
OG0000649,,SPOR domain-containing protein; hypothetical protein,2505.1304347826085
OG0000650,ilvE,branched-chain amino acid aminotransferase; Branched-chain-amino-acid aminotransferase,1107.0652173913043
OG0000651,glpX,"class II fructose-bisphosphatase; Fructose-1,6-bisphosphatase class 2",987.0652173913044
OG0000652,icd,NADP-dependent isocitrate dehydrogenase; Isocitrate dehydrogenase [NADP],1214.1304347826087
OG0000653,coaD,pantetheine-phosphate adenylyltransferase; Phosphopantetheine adenylyltransferase,518.8695652173913
OG0000654,gyrA,DNA gyrase subunit A,2785.9565217391305
OG0000655,ssb; ssb_4; ssb_3; ssb_2,single-stranded DNA-binding protein; Single-stranded DNA-binding protein,511.95652173913044
OG0000656,glnA,type I glutamate--ammonia ligase; Glutamine synthetase,1410
OG0000657,,hypothetical protein,546.695652173913
OG0000658,,hypothetical protein; ATPase,783.7173913043479
OG0000659,rluC,RluA family pseudouridine synthase; Ribosomal large subunit pseudouridine synthase C,983.0869565217391
OG0000660,ndvA,glucan ABC transporter ATP-binding protein/ permease; Beta-(1-->2)glucan export ATP-binding/permease protein NdvA,1784.5434782608695
OG0000661,alaS,alanine--tRNA ligase; Alanine--tRNA ligase,2668.3695652173915
OG0000662,recA,recombinase RecA; Protein RecA,1044
OG0000663,rarA,replication-associated recombination protein A; Replication-associated recombination protein A,1319.8695652173913
OG0000664,degP_2; degP_1; degP_3,DegQ family serine endoprotease; Periplasmic serine endoprotease DegP,1394.9347826086957
OG0000665,rplQ,50S ribosomal protein L17,429.0652173913044
OG0000666,rpoA,DNA-directed RNA polymerase subunit alpha,1033.2826086956522
OG0000667,rpsK,30S ribosomal protein S11,390
OG0000668,rpsM,30S ribosomal protein S13,369
OG0000669,adk,adenylate kinase; Adenylate kinase,578.9347826086956
OG0000670,secY,preprotein translocase subunit SecY; Protein translocase subunit SecY,1347
OG0000671,rplO,50S ribosomal protein L15,467.8695652173913
OG0000672,rpmD,50S ribosomal protein L30,207
OG0000673,rpsE,30S ribosomal protein S5,549.2608695652174
OG0000674,rplR,50S ribosomal protein L18,361.69565217391306
OG0000675,rplF,50S ribosomal protein L6,534
OG0000676,rpsH,30S ribosomal protein S8,399
OG0000677,rpsN,30S ribosomal protein S14,306
OG0000678,rplE,50S ribosomal protein L5,558
OG0000679,rplX,50S ribosomal protein L24,315
OG0000680,rplN,50S ribosomal protein L14,369
OG0000681,rpsQ,30S ribosomal protein S17,240.19565217391303
OG0000682,rpmC,50S ribosomal protein L29,201
OG0000683,rplP,50S ribosomal protein L16,414
OG0000684,rpsC,30S ribosomal protein S3,711
OG0000685,rplV,50S ribosomal protein L22,390
OG0000686,rpsS,30S ribosomal protein S19,279
OG0000687,rplB,50S ribosomal protein L2,834
OG0000688,rplW,50S ribosomal protein L23,294
OG0000689,rplD,50S ribosomal protein L4,621
OG0000690,rplC,50S ribosomal protein L3,739.5652173913044
OG0000691,rpsJ,30S ribosomal protein S10,309
OG0000692,rpsG,30S ribosomal protein S7,471
OG0000693,rpsL,30S ribosomal protein S12,372
OG0000694,xth; xthA_1; xthA_2,exodeoxyribonuclease III; Exodeoxyribonuclease III,790.5
OG0000695,gltI,transporter substrate-binding domain-containing protein; Glutamate/aspartate import solute-binding protein,906.3260869565217
OG0000696,gltJ,amino acid ABC transporter permease; Glutamate/aspartate import permease protein GltJ,747.7826086956521
OG0000697,gltK,amino acid ABC transporter permease; Glutamate/aspartate import permease protein GltK; ABC transporter permease subunit,717
OG0000698,glnQ_1; glnQ_2,amino acid ABC transporter ATP-binding protein; Glutamine transport ATP-binding protein GlnQ,744.9130434782609
OG0000699,valS,valine--tRNA ligase; Valine--tRNA ligase,2726.478260869565
OG0000700,,DUF2497 domain-containing protein; hypothetical protein,560.5434782608696
OG0000701,bepC,TolC family outer membrane protein; Outer membrane efflux protein BepC,1263.2608695652175
OG0000702,pcm_1; pcm_2,protein-L-isoaspartate O-methyltransferase; Protein-L-isoaspartate O-methyltransferase,675
OG0000703,,mechanosensitive ion channel; hypothetical protein,2366.6739130434785
OG0000704,secD; secDF,protein translocase subunit SecD; Protein translocase subunit SecDF,2514.717391304348
OG0000705,ybhN,lysylphosphatidylglycerol synthase domain-containing protein; Inner membrane protein YbhN; hypothetical protein,950.0217391304348
OG0000706,,TerC family protein; hypothetical protein,1562.8695652173913
OG0000707,cycA; cycA_1; cycA_2,amino acid permease; D-serine/D-alanine/glycine transporter,1401.4565217391305
OG0000708,ilvC,ketol-acid reductoisomerase; Ketol-acid reductoisomerase (NADP(+)),1020
OG0000709,pdxJ,pyridoxine 5'-phosphate synthase; Pyridoxine 5'-phosphate synthase,735
OG0000710,recD2,ATP-dependent RecD-like DNA helicase,1121.3478260869565
OG0000711,miaA,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA; tRNA dimethylallyltransferase,873.2608695652174
OG0000712,degQ; degP_2; degP_3; degP_1,Do family serine endopeptidase; Periplasmic pH-dependent serine endoprotease DegQ; Periplasmic serine endoprotease DegP,1520.3478260869565
OG0000713,hflC,protease modulator HflC; Modulator of FtsH protease HflC,937.0434782608696
OG0000714,hflK,FtsH protease activity modulator HflK; hypothetical protein; Modulator of FtsH protease HflK,1146.195652173913
OG0000715,,dihydrofolate reductase; IS1595 family transposase ISSsu9,510.2608695652174
OG0000716,thyA,thymidylate synthase; Thymidylate synthase,795
OG0000717,,ClpXP protease specificity-enhancing factor SspB; hypothetical protein,544.9565217391304
OG0000718,,DUF4169 family protein; hypothetical protein,183.84782608695653
OG0000719,uvrD,UvrD-helicase domain-containing protein; DNA helicase II,2337.521739130435
OG0000720,,SCO family protein; hypothetical protein,581.8695652173913
OG0000721,prmC_1; prmA; prmC_2,50S ribosomal protein L11 methyltransferase; Release factor glutamine methyltransferase; Ribosomal protein L11 methyltransferase,868.804347826087
